iter	RMSE
0	44.64546691
1	43.80860229
2	43.03870854
3	42.33711714
4	41.66852704
5	41.04028683
6	40.48736558
7	39.99176969
8	39.52174336
9	39.0801069
10	38.67877231
11	38.2740474
12	37.95771025
13	37.63146242
14	37.3325328
15	37.09464381
16	36.87878529
17	36.638733
18	36.46045055
19	36.25146347
20	36.07702694
21	35.9127304
22	35.77454861
23	35.64099545
24	35.52778144
25	35.40569942
26	35.292056
27	35.20099136
28	35.10864064
29	35.01775026
30	34.93996025
31	34.84316386
32	34.75829321
33	34.69376558
34	34.64168278
35	34.59138416
36	34.5365954
37	34.47598789
38	34.43825901
39	34.37687556
40	34.35041652
41	34.32072969
42	34.28402135
43	34.25474175
44	34.21845866
45	34.18888654
46	34.15368519
47	34.12250354
48	34.08570525
49	34.05607367
50	34.02485864
51	34.0002796
52	33.97552155
53	33.94112377
54	33.91695773
55	33.89879781
56	33.88048756
57	33.86626438
58	33.84402295
59	33.82196846
60	33.80499449
61	33.78322174
62	33.77257602
63	33.76226936
64	33.74855028
65	33.73882129
66	33.7371323
67	33.733658
68	33.7150501
69	33.69070672
70	33.68121486
71	33.66723066
72	33.65148192
73	33.64232046
74	33.63115596
75	33.6074318
76	33.59659639
77	33.58872045
78	33.57440473
79	33.56274557
80	33.52800358
81	33.51465746
82	33.50432392
83	33.49470721
84	33.47911384
85	33.46496515
86	33.4420929
87	33.43080325
88	33.42050624
89	33.39355546
90	33.3844484
91	33.3741725
92	33.36377873
93	33.35541886
94	33.34542188
95	33.33945804
96	33.33478467
97	33.32510218
98	33.32053717
99	33.31500625
100	33.31493957
101	33.30578485
102	33.30185743
103	33.29245949
104	33.27499487
105	33.27011859
106	33.26522838
107	33.25442442
108	33.24972218
109	33.23183583
110	33.21718826
111	33.20527034
112	33.19929695
113	33.18782364
114	33.18022554
115	33.16481429
116	33.15374459
117	33.14293695
118	33.14292478
119	33.13663436
120	33.13322835
121	33.13321841
122	33.12782403
123	33.10909021
124	33.10908168
125	33.09307251
126	33.08193163
127	33.0675984
128	33.0675921
129	33.06339168
130	33.05375813
131	33.0531365
132	33.04853993
133	33.04727781
134	33.04724383
135	33.03732087
136	33.02609905
137	33.02200524
138	33.01137057
139	33.01046058
140	32.99729404
141	32.98278674
142	32.97251986
143	32.96148989
144	32.96146346
145	32.9592506
146	32.94540697
147	32.94472565
148	32.93606149
149	32.92212373
150	32.91770434
151	32.91314071
152	32.90616084
153	32.89814586
154	32.89557403
155	32.87388249
156	32.859152
157	32.85570488
158	32.84488444
159	32.82972746
160	32.82568153
161	32.82099743
162	32.81847818
163	32.80590038
164	32.78871096
165	32.7782081
166	32.77065108
167	32.7623599
168	32.75494314
169	32.75492638
170	32.74227265
171	32.73812548
172	32.7335578
173	32.72884324
174	32.71709244
175	32.71264099
176	32.70730134
177	32.70728422
178	32.70156439
179	32.69355725
180	32.67495482
181	32.66321738
182	32.65852498
183	32.65249326
184	32.65135885
185	32.63662969
186	32.62375537
187	32.6099462
188	32.60320308
189	32.59651365
190	32.59348514
191	32.58521265
192	32.56575574
193	32.56176894
194	32.53901752
195	32.53550639
196	32.53214487
197	32.52129151
198	32.5162224
199	32.51462114
200	32.51216779
201	32.51027094
202	32.50642001
203	32.49859357
204	32.49478327
205	32.49136699
206	32.48984535
207	32.47971009
208	32.47283665
209	32.46858485
210	32.46592872
211	32.45476471
212	32.45005221
213	32.441375
214	32.42866222
215	32.42147484
216	32.41325723
217	32.40826961
218	32.40469149
219	32.40057154
220	32.39371226
221	32.38830742
222	32.38538094
223	32.38105386
224	32.3810031
225	32.37038839
226	32.36891359
227	32.35964665
228	32.35826199
229	32.35272939
230	32.34718396
231	32.33879803
232	32.33404013
233	32.32906431
234	32.32597948
235	32.32274644
236	32.3175095
237	32.30350961
238	32.30140157
239	32.29059604
240	32.28714227
241	32.27923299
242	32.27372302
243	32.27227918
244	32.26971256
245	32.26831545
246	32.26433438
247	32.26106674
248	32.25360719
249	32.25265178
250	32.25136966
251	32.25009142
252	32.24631547
253	32.23873085
254	32.22567895
255	32.22376515
256	32.21537052
257	32.20399815
258	32.20067099
259	32.19496722
260	32.19076702
261	32.18378424
262	32.17907855
263	32.17264484
264	32.16557516
265	32.15616386
266	32.15586505
267	32.13913984
268	32.13479186
269	32.12798741
270	32.1186179
271	32.11443232
272	32.10946296
273	32.108232
274	32.10278128
275	32.09336728
276	32.08956717
277	32.07824511
278	32.06537827
279	32.05297532
280	32.04138657
281	32.03654298
282	32.03449182
283	32.02458855
284	32.02328295
285	32.00606442
286	32.00576555
287	32.00477888
288	31.99435853
289	31.98670607
290	31.97480115
291	31.97369193
292	31.9641363
293	31.94958104
294	31.94114641
295	31.93070764
296	31.92391357
297	31.91822013
298	31.90988189
299	31.90416629
300	31.89905574
301	31.89806093
302	31.89422454
303	31.890286
304	31.88336651
305	31.87580931
306	31.87144213
307	31.86895745
308	31.86650474
309	31.85267338
310	31.85197245
311	31.8465866
312	31.84496489
313	31.83868867
314	31.83116178
315	31.81958771
316	31.81805627
317	31.8097502
318	31.80829457
319	31.80732205
320	31.80530614
321	31.79902124
322	31.79116572
323	31.79023608
324	31.76962512
325	31.76240539
326	31.76199787
327	31.75998664
328	31.75738654
329	31.7555443
330	31.73961574
331	31.73724487
332	31.73234145
333	31.73125291
334	31.72284214
335	31.71610387
336	31.70562273
337	31.70083666
338	31.69623178
339	31.68414978
340	31.6721697
341	31.67116668
342	31.66973158
343	31.66448694
344	31.6634927
345	31.65830966
346	31.65622394
347	31.6484729
348	31.63838383
349	31.63327284
350	31.62222739
351	31.61146266
352	31.60518035
353	31.6035574
354	31.60025205
355	31.59897775
356	31.59337664
