iter	RMSE
206	32.67054629
207	32.66738544
208	32.66724334
209	32.6635575
210	32.66169421
211	32.65940404
212	32.64959328
213	32.64375336
214	32.64348097
215	32.63829579
216	32.63706595
217	32.62757451
218	32.61176154
219	32.59963822
220	32.59458766
221	32.59435446
222	32.58447637
223	32.56878445
224	32.55768749
225	32.55757595
226	32.55686956
227	32.55621888
228	32.55551062
229	32.55424751
230	32.55117744
231	32.54697784
232	32.52731043
233	32.52579617
234	32.52146194
235	32.51031344
236	32.50795178
237	32.49319612
238	32.47777207
239	32.47568811
240	32.46988588
241	32.46267288
242	32.45331463
243	32.45205678
244	32.45111966
245	32.43782204
246	32.43687192
247	32.43530467
248	32.43439663
249	32.42715666
250	32.42568105
251	32.42125198
252	32.4199678
253	32.40223899
254	32.39182911
255	32.38112911
256	32.37762628
257	32.37297403
258	32.37150714
259	32.36957322
260	32.36478139
261	32.36207024
262	32.36084325
263	32.35338395
264	32.34299085
265	32.33783432
266	32.33322362
267	32.32838147
268	32.31895936
269	32.31819191
270	32.30741444
271	32.30730332
272	32.29850494
273	32.29331345
274	32.28892409
275	32.2882344
276	32.28360434
277	32.27869091
278	32.27746273
279	32.27162971
280	32.25703284
281	32.2480784
282	32.24655364
283	32.24130945
284	32.22662605
285	32.21940412
286	32.21907998
287	32.21795305
288	32.20449529
289	32.19013686
290	32.18295897
291	32.1749406
292	32.16369005
293	32.1608792
294	32.15838001
295	32.14135267
296	32.14086926
297	32.14018341
298	32.1369098
299	32.12719584
300	32.12628107
301	32.12442253
302	32.11834706
303	32.11225311
304	32.1004782
305	32.08432812
306	32.0839414
307	32.08317209
308	32.07988755
309	32.06916113
310	32.05830389
311	32.05719777
312	32.05564806
313	32.05490102
314	32.05091063
315	32.04550334
316	32.04409457
317	32.02927595
318	32.02794775
319	32.02764426
320	32.02726401
321	32.02687101
322	32.023043
323	32.01380064
324	32.01353034
325	32.01116683
326	32.00554729
327	31.99087303
328	31.97745735
329	31.97578175
330	31.97140062
331	31.97010692
332	31.95938313
333	31.9500176
334	31.93664138
335	31.91169754
336	31.91134561
337	31.8933969
338	31.88811324
339	31.88231447
340	31.87752192
341	31.87140895
342	31.862363
343	31.86153412
344	31.8486189
345	31.84705566
346	31.84146929
347	31.84121267
348	31.82129139
349	31.81013324
350	31.79116686
351	31.78158337
352	31.777467
353	31.77583914
354	31.77504117
355	31.76745734
356	31.76740097
357	31.76634356
358	31.76304224
359	31.7605736
360	31.7550303
361	31.75328845
362	31.74776762
363	31.7461777
364	31.74280252
365	31.73591507
366	31.7222496
367	31.72163562
368	31.71891516
369	31.71155221
370	31.69998174
371	31.69580024
372	31.69411983
